ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
15,_education,Susanton,north, 2800,11,_2023-06-07,Benjamin Chan,estesjon@example.org,525-194-7529,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,Entregado,Producto defectuoso,14  
9,just,South Timothyberg,pay,300  , 10,2023-03-22,Sharon Lowe ,briangonzales@example.net,641-800-6599x2234," 91315 Simpson Fork Apt. 336
South Mark, GA 64860",Efectivo.,.En camino,Producto defectuoso,  24
  29,up,New Reginaldmouth,set,300  ,8  ,2023-05-06,Larry Welch,david09@example.com,*491-474-2586,"03346 Tony Spring Apt. 633
Ericberg, AK 73272*",Tarjeta,Entregado*, Producto defectuoso,30
  18,strategy,East Leah,despite,2000 , 12,2023-07-08,David Scott,hornebeth@example.com,001-594-337-5421x87814,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Producto!defectuoso,83  
  25,owner,_East Brittany,at,  2400,8  ,2023-09-23,David  Norton,estesjon*example.org,525-194-7529,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,En camino,,  83
24 ,owner,East Brittany,leader,2600  ,16  ,2023-09-01.,*Kelsey Lopez,schmidtkrystal@example.org?,491-474-2586,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,?Entregado,,  18
  25,firm,East Josephland,job,600 ,  17,2023-05-06,Benjamin Chan,rdaugherty@example.net,848-723-3346,"915 Mathis Camp Apt. 447
Thomastown, MS 44338 ",Tarjeta,En camino?,,  25
  13,democratic,New  Reginaldmouth,forward, 200,  30,2023-11-20,Juan Manning?,brianboyd@example.org ,(101)988-9703x8562,"37970!Hudson!Falls
Downshaven,!PA!58533",Tarjeta,En camino, Producto defectuoso,  55
 22,factor.,East?Jonathan,?much,2500 ,  26,2023-03-13,Roger Stephens,.powersjimmy@example.org,641-800-6599x2234,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,Entregado ,,83  
22 ,song,East Josephland,still,300  ,  14,_2023-07-15,Samantha Hodges_,_brianboyd@example.org,001-338-955-6200,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso,  74
  14,trade,Larrychester*,north, 200, 26,.2023-01-14,Susan Harvey, eric24@example.com,491-474-2586,"233 Peterson Canyon
Tranmouth, ND 40770?",Efectivo,En camino?,Producto defectuoso?,54
25 ,if.,New Reginaldmouth*,letter,  700,  22,2023-05-06?,Brittney Guerra,steelejulian@example.net,621-875-1265x11205 ,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,En camino*,?,55 
17 ,democratic,East Jonathan,whom, 2500,  27,2023-06-28?,Michelle Mitchell,_parkerandrew@example.org,525-194-7529,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075*",Tarjeta,_En camino,Producto defectuoso, 49
 6,if_,Trujillofort.,leader,700  ,  29,2023-05-06,Jessica Davis,edward94  example.org,491-474-2586*,".67032 Megan Cliffs Suite 876
Loveside, SD 53246",*Efectivo,En camino,Producto?defectuoso, 19
24  ,trade_,East Jonathan*,budget,2500 ,25,2023-01-14,Angela Taylor,edward94@example.org,(475)336-0709x87999,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Producto defectuoso ,87  
 4,under,East Brittany*,still,2300 ,  7,?2023-09-12,David Scott,steelejulian@example.net,(175)317-5834,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,_,55  
27,worry,New Reginaldmouth,still, 1600,26 ,2023-09-01,Andrew Mitchell,briangonzales@example.net,857-262-8794,"USS Fuller
FPO AA 30334",Efectivo,En camino ,*Producto defectuoso,4  
11 ,owner,South Thomas,much,700 ,  16,.2023-03-13,Dr. Monica Woods,brianboyd@example.org,001-557-543-1910,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta*,Entregado,*Producto defectuoso,25  
27,just,West Charles,exist,900 ,16  ,2023-07-10,Andrew Mitchell,briangonzales@example.net,602.238.8997x526,"91315 Simpson Fork Apt. 336
South Mark, GA 64860_",?Tarjeta,Entregado*,, 72
 7,?education,Valerietown,leader., 700, 22,2023-09-01,Brittney?Guerra,dhuber@example.com,602.238.8997x526,"PSC 2182, Box 8243
APO AP 79039_",Tarjeta,Entregado,_, 72
 1,administration,.Trujillofort,finish,  300, 7,2023-02-09,Juan*Manning,powersjimmy@example.org,001-594-337-5421x87814,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,Entregado,,54
 7,democratic_,Susanton,job, 1600,18 ,*2023-07-15,Alan Bird,david09@example.com,001-557-543-1910,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado_,Producto?defectuoso,98
24 ,democratic,North Brittney,rich, 2500,11,2023-05-05,_Susan Harvey,karaware@example.net ,001-236-332-5014x39284,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta*,En camino*,Producto defectuoso,88
  25,present,East  Janicemouth,at,300  ,17 ,2023-03-13, Juan Manning,cwilliams@example.com,280.504.6212 ,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Producto  defectuoso,  97
  19,food,.East Josephland,say,1100 ,11,.2023-06-07,Cynthia Hayes,powersjimmy@example.org,(175)317-5834,"0262 Cheryl Union
Sampsonfurt, ME 63401",Efectivo,Entregado,Producto defectuoso*,36 
  25,worry, Brendanberg,set?,1300  ,  22,2023-09-01,Sharon Lowe,krystalmcdaniel@example.org,602.238.8997x526,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739?",Tarjeta,.Entregado,Producto defectuoso,28  
25 ,present,*Kevinton,finish,2100 ,22  ,2023-01-04_,_Angela Taylor,paul49@example.net,(101)988-9703x8562,"507 Johnson Port
Banksshire, AK 72140",Efectivo,?Entregado,Producto defectuoso, 38
 16,firm,_Courtneymouth,spring,200 ,11,2022-12-04,Cynthia Hayes,rdaugherty@example.net, 001-096-236-8217,"30768  Louis  Mill
Lake  Carmen,  LA  47934",Tarjeta,Entregado,Producto defectuoso,98
 14,wait?,Susanton,finish,700  ,  7,2023-02-09,Mark Mays,wliu@example.net,001-594-337-5421x87814?,"2644  Gonzalez  Mills  Apt.  856
Port  Frank,  IN  25816",Tarjeta,Entregado,Producto defectuoso,55 
9,if,East Janicemouth,*movement, 200,11,2023-03-13,Samantha Hodges,estesjon@example.org,525-194-7529,"30768!Louis!Mill
Lake!Carmen,!LA!47934", Tarjeta,*Entregado,Producto*defectuoso, 74
9,song,East Janicemouth,whom,300 ,29 ,2023-06-28*,Sharon Lowe,vhill@example.org,001-419-330-3873x87349,"769 Dickerson Drive
Jasminemouth, HI 08895",Efectivo,Entregado,*,72  
24 , trade,Larrychester,finish, 2000,  28,2023-03-13,Jessica Davis_,dhuber@example.com,621-875-1265x11205,"?493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta_,Entregado_,Producto defectuoso, 14
27,choice,Trujillofort,job,  1500, 7,2023-07-08,Angela Taylor, lweaver@example.org,(612)821-1834x900,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Efectivo,En  camino,,  83
  25,_six,South Thomas,finish,  1100,21  ,2023-06-21,?Jennifer Holmes,?edward94@example.org,+1-105-592-6193x7727,"4412!Lee!Dam!Apt.!872
Hunterbury,!HI!03589",Tarjeta,.En camino,, 4
3 ,involve,.South Thomas,leader, 800,11,2023-09-12,Susan Harvey,krystalmcdaniel@example.org_,2661673098," 0262 Cheryl Union
Sampsonfurt, ME 63401", Efectivo,Entregado,?Producto defectuoso,  18
9,democratic,Trujillofort,member, 2500,15  ,*2023-05-05,Dr. Monica Woods,lharmon@example.net,557.193.8141,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,Entregado,,88
10  ,wait,East Leah?,whom,1100  ,25,.2023-06-21,Cynthia Hayes, paul49@example.net,(101)988-9703x8562,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,,  87
 14,under,*Nguyenshire,TV,800  , 17,2023-02-09,Juan Manning ,krystalmcdaniel@example.org,621-875-1265x11205 ,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta?,En camino,Producto defectuoso, 49
11 ,*wait,West?Charles,.job,800  ,21 ,2022-12-04,Michelle Mitchell,krystalmcdaniel@example.org.,848-723-3346,"025 Billy Row
Lisaside, AR 96338",Efectivo,_Entregado,,14  
 28,under,_Susanton,leader,  2100,11,2023-11-20,Jessica Davis.,_briangonzales@example.net,(612)821-1834x900,"30768 Louis Mill
Lake Carmen, LA 47934 ",Tarjeta,?Entregado,*, 97
  5,base,Courtneymouth,leg?,3000  , 16,2023-07-10,Charles Williams,powersjimmy  example.org,641-800-6599x2234,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Efectivo,Entregado,Producto defectuoso,  25
 17,six,Susanton,still,  700, 13,2023-08-17,Roger Stephens,brianboyd@example.org,369.774.6572x373,"*03346 Tony Spring Apt. 633
Ericberg, AK 73272",Efectivo ,Entregado,,98
 4,education,Courtneymouth,whom,200  ,21  ,2023-07-08,.Adam Mueller,matthew29  example.com,(612)821-1834x900,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Producto defectuoso_, 36
12 ,base,East Josephland,member,1300 ,27 ,2023-03-14,Dr. Monica Woods,paul49@example.net,339-100-4282x04920,"507 Johnson Port
Banksshire, AK 72140",Efectivo,Entregado,Producto defectuoso,  25
 4,education,Briannaport,group,  2100,8  ,2023-06-21,Brittney Guerra_,paul02@example.com_,621-875-1265x11205,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,En camino,_,19 
24 ,*firm,*Courtneymouth,movement,2400 ,  14,2023-08-13,Samantha Parker,eric24!example.com,525-194-7529,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo?,En camino,,72 
  30, administration,Kevinton.,step, 200,17 ,2023-06-21,Larry Welch,parkerandrew?example.org,369.774.6572x373,"664 Berger Rapid
South Suzanne, WV 68526 ",Tarjeta,Entregado,Producto defectuoso,  28
10  ,choice,Lake Juan,at,  1300,29 ,2023-01-04_,Larry Welch,powersjimmy@example.org,(475)336-0709x87999,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta_,En camino.,,36  
30 ,staff,Larrychester,grow?, 1300,27 ,2023-01-04,Sharon Lowe*,estesjon@example.org,848-723-3346,"PSC*2182,*Box*8243
APO*AP*79039",Tarjeta,.Entregado,, 97
 25,up?,Nguyenshire,still,  600,  22,2023-01-04,Jessica Davis,lharmon@example.net*,(475)336-0709x87999*,"03346 Tony Spring Apt. 633
Ericberg, AK 73272*",Efectivo,.Entregado,Producto defectuoso,27
2  ,democratic,East Janicemouth,matter,  200, 15,2023-01-14_,Brittney Guerra,brianboyd@example.org_,001-557-543-1910,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo?,Entregado,Producto defectuoso?,74 
16  ,under,Trujillofort,job, 3000,27 , 2023-07-08,Sharon Lowe,harperdanielle@example.net,491-474-2586,"*91315 Simpson Fork Apt. 336
South Mark, GA 64860",Tarjeta,Entregado,Producto defectuoso,4 
10 ,base,Milesburgh,despite, 2300,12  ,2023-08-17,Angela Taylor,schmidtkrystal@example.org,369.774.6572x373,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,, 97
4  ,owner,Courtneymouth.,*much,  2600,23 ,2023-10-15,Robert Bryant,*briangonzales@example.net,369.774.6572x373,"_915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto defectuoso, 25
  24,just_,South!Thomas,much,300 ,  18,2023-07-25,Juan Manning ,vhill*example.org,001-557-543-1910,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,Entregado,,  83
10  ,strategy,Valerietown,group,3000  ,12  ,_2023-05-05,Jessica!Davis,wliu@example.net,491-474-2586,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816.",_Tarjeta,En camino,,  83
22 ,democratic,Jessechester.,member, 900, 27,*2023-03-22,Samantha Parker,briangonzales@example.net,001-096-236-8217?,"493 Cameron Ramp
Veronicatown, MI 81010",?Efectivo,Entregado,Producto!defectuoso,83 
 28,*six,Port Alexachester,whom,  2500,30  ,2023-07-08,Robert Bryant,parkerandrew@example.org,641-800-6599x2234,"50604 Anthony Villages
New William, ME 95446",Efectivo.,_En camino,Producto defectuoso,30
4 ,up,*Kevinton,exist,2500  ,27  ,2023-08-17,Daniel Garcia.,wwilson@example.org,001-890-231-3672x1535,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,En camino,Producto defectuoso_,53  
4 ,just,Andrewside,movement,200  ,  2,_2023-03-14,Alan Bird*,cwilliams@example.com,001-236-332-5014x39284,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,En camino, ,  53
 25,strategy,?Lindaport,much,700 ,17 ,2023-04-14,Sean Mitchell,rbrown@example.org,?280.504.6212,"_7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,En camino,?Producto defectuoso,19 
9,choice, Courtneymouth,exist, 2000,2  ,2023-06-07,David Scott,parkerandrew@example.org,848-723-3346,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso,24  
14 ,?door,?West Charles,north, 700, 27,2023-09-23,Jennifer Holmes.,edward94@example.org,621-875-1265x11205,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,En camino,_Producto defectuoso, 21
12  ,kitchen,South Timothyberg, job,  1300,  23,2023-02-09,Sean Mitchell.,parkerandrew@example.org,001-236-332-5014x39284,"?025 Billy Row
Lisaside, AR 96338",Tarjeta, Entregado,.,14  
22 ,dog_,Vasquezborough,budget, 900,11,_2023-11-20,Adam Mueller,sandersbeth@example.org,(475)336-0709x87999,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529_",Tarjeta,Entregado.,, 43
 28,?dog,North Jasmine*,exist, 800, 7,2023-03-14,Sean Mitchell,harperdanielle@example.net,339-100-4282x04920*,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",_Efectivo,En camino,,97  
27,door,Andrewside.,north,  900,27 ,2023-09-13,Kelsey Lopez,vhill@example.org,(686)499-0991,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,*Producto defectuoso,18  
 25,owner,Vasquezborough,north,200 ,27  ,2023-11-20,Carla Orozco,harperdanielle@example.net,+1-105-592-6193x7727,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473*",Efectivo,En camino,Producto defectuoso,18 
3 ,administration,Port Kelly,group, 900, 10,2023-08-13,Crystal Chambers,paul49@example.net_,+1-105-592-6193x7727,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,En camino,Producto defectuoso,97  
20  ,professor,Susanton,north, 1500,25,2023-09-23?,_Charles Williams,lweaver@example.org,857-262-8794,"50604 Anthony Villages
New William, ME 95446", Efectivo,Entregado,Producto defectuoso,  38
25 ,democratic,East Jonathan,TV., 1300, 28,2023-06-28,Brittney Guerra,parkerandrew@example.org?,001-236-332-5014x39284,"91315*Simpson*Fork*Apt.*336
South*Mark,*GA*64860",_Efectivo,En camino,, 19
11 ,*up,East Janicemouth, letter,  2800,18 ,_2023-07-25,Alan Bird,david09@example.com,557.193.8141,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",?Tarjeta,En camino,Producto defectuoso,54
 6,six,Brendanberg,say, 2100, 7,2023-03-14,Benjamin Chan,paul49@example.net,621-875-1265x11205,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Producto defectuoso.,98
  17,food,New Reginaldmouth,forward,200  ,8 ,2023-06-17,David Scott, paul49@example.net,+1-105-592-6193x7727,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta, Entregado,,  97
15,*wait,North Jasmine,movement,700  , 18,2022-12-04,_Sean Mitchell,steelejulian@example.net,525-194-7529,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado ,Producto defectuoso,  19
  10,if,Jessechester,leader,700 ,13 ,2023-08-27,Larry Welch,eric87@example.org,509.821.0932x647,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo.,Entregado,,54
24 ,up,.Lake Juan,whom,  900,16  ,2023-07-25,Brittney Guerra,eric24*example.com,509.821.0932x647,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,,98
26 ,factor*,North Thomastown,despite,2400  ,24 ,2023-08-17,Kelsey Lopez,eric87@example.org_,509.821.0932x647,"PSC 2182, Box 8243
APO AP 79039*",Efectivo,En camino,Producto defectuoso, 97
4  ,food ,Kevinton,popular,2500  ,  23,2023-08-27,Carla  Orozco,edward94@example.org,372.568.4886x317,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",*Tarjeta,Entregado,Producto defectuoso,98
 26,create,Susanton,step,  600,24 ,2023-07-15,Brittney Guerra?,ydavid@example.com,001-338-955-6200,"025 Billy Row
Lisaside, AR 96338",Efectivo,Entregado,,21  
13  ,owner,Briannaport,pay,2100  ,2  ,2023-03-13,Samantha!Hodges,rbrown@example.org,509.821.0932x647,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,En camino,Producto defectuoso ,28  
 6,strategy,East Brittany,spring,700  ,11,2023-06-28,.Carla Orozco,estesjon@example.org_,(101)988-9703x8562,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739.",Efectivo,En!camino,Producto defectuoso,36 
 28,wait.,West Charles,still, 2300,27 ,2023-08-13*,Sean Mitchell*,vhill@example.org,001-236-332-5014x39284,"664 Berger Rapid
South Suzanne, WV 68526",Efectivo,En camino , Producto defectuoso,42
3 ,song,East Josephland,step,  700,  21,2023-09-13,Brittney Guerra.,hornebeth@example.com,(314)325-7035x737,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta, Entregado,Producto defectuoso , 72
27,song,Briannaport,say,300 ,14 ,2023-09-13,Andrew Mitchell,brianboyd@example.org,001-557-543-1910,".025 Billy Row
Lisaside, AR 96338",Tarjeta,En camino,*, 49
  20,kitchen,Jodichester,exist, 900,27 ,2023-03-14, Juan Manning,paul49@example.net,001-338-955-6200 ,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,Producto defectuoso, 87
 14,dog,Courtneymouth,despite,3000  ,  16,2023-06-07, Benjamin Chan,lharmon@example.net,857-262-8794 ,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,,  12
  20,six,Port Alexachester?,pay,  1300,8  ,_2023-09-23,Kelsey Lopez_,eric87?example.org,_630-469-6433,"915?Mathis?Camp?Apt.?447
Thomastown,?MS?44338",Efectivo,Entregado,Producto defectuoso.,42
  13,worry,Kevinton,group,700 ,  10, 2023-01-04,Alan Bird,rbrown@example.org,369.774.6572x373,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529", Tarjeta,Entregado,,98
8,just,?Courtneymouth,spring,2800 ,11,.2023-03-22,Jessica Davis ,eric87@example.org,525-194-7529,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,Entregado.,_Producto defectuoso,  55
12  ,owner,West Charles,budget, 2500, 16,2023-09-01,Juan Manning_,walkerraven@example.net,001-557-543-1910,"USS Fuller
FPO AA 30334",*Tarjeta,En camino,Producto defectuoso, 83
30  ,worry,Kevinton,whom,  200,26 ,?2023-11-20,*Sharon Lowe,dhuber@example.com_,001-236-332-5014x39284,"025 Billy Row
Lisaside, AR 96338",Tarjeta,En camino,Producto defectuoso,83 
 13,kitchen,_Susanton,whom,  700,16 ,2023-07-08,Alan Bird,powersjimmy@example.org,*339-100-4282x04920," 18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",?Tarjeta,Entregado,Producto defectuoso_,98
  4,dog,East!Leah,TV,2600 ,9,2023-11-20,Alan Bird ,schmidtkrystal*example.org,_870-860-8083x698,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo.,Entregado,Producto defectuoso,74  
 4,home,Courtneymouth,exist_,  700, 2,2023-08-27,Susan Harvey.,parkerandrew@example.org,557.193.8141,"915 Mathis Camp Apt. 447
Thomastown, MS 44338_",Efectivo,Entregado,Producto defectuoso.,18  
13  ,owner,?New Reginaldmouth,step, 800,  23,2023-06-07,Samantha Hodges,harperdanielle@example.net,(475)336-0709x87999_,"91315 Simpson Fork Apt. 336
South Mark, GA 64860_", Efectivo,Entregado,Producto defectuoso,  49
18  ,education,Vasquezborough,job,3000 ,11,2023-05-06,Andrew Mitchell,rbrown@example.org,+1-105-592-6193x7727,"PSC 2182, Box 8243
APO AP 79039",*Tarjeta,En!camino,Producto defectuoso,  25
26  ,factor,Port Kelly,*set,  600,  18,2023-07-10,Kelsey Lopez,dhuber@example.com.,001-890-231-3672x1535,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,En camino,_,30
26  ,staff,?East Brittany,matter,  700,24  ,?2023-06-28,_Crystal Chambers,paul49@example.net.,621-875-1265x11205,"?18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado,.,88
25  ,involve ,North Jasmine,member,700 ,29 ,2023-05-06,Sharon Lowe,estesjon@example.org,_+1-105-592-6193x7727,"PSC 2182, Box 8243
APO AP 79039",?Efectivo,Entregado*,,42
9, trade,Lindaport,leader, 1300,23  ,2023-05-06,David Norton,steelejulian@example.net?,001-236-332-5014x39284,"37970 Hudson Falls
Downshaven, PA 58533?",?Tarjeta,En camino,Producto defectuoso ,  18
15,owner,North Brittney.,leg?, 800,  18,2023-04-14,Andrew Mitchell,*lharmon@example.net,001-594-337-5421x87814,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737_",Tarjeta,Entregado , Producto defectuoso,  83
9,song,South Thomas,matter,  2400,  29,2023-06-21 ,Crystal Chambers,paul49@example.net,509.821.0932x647,"848  Jimmy  Hill  Apt.  415
Stanleyside,  MA  75473",Tarjeta,Entregado,,  36
 4,firm,West Charles?,despite, 1300,  23,2023-04-14,Roger Stephens,krystalmcdaniel?example.org,001-419-330-3873x87349,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,En camino,Producto*defectuoso, 74
  14,base,_South Timothyberg,industry,  2600, 14, 2023-06-17,David Scott,sandersbeth*example.org,(101)988-9703x8562,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,*Entregado,Producto!defectuoso,88
11 ,just ,North Thomastown,*letter,1100  , 16,2023-01-18,Samantha Parker,harperdanielle@example.net,?001-419-330-3873x87349,"025 Billy Row
Lisaside, AR 96338",Efectivo?,Entregado,Producto defectuoso,24  
22 ,.choice,New Reginaldmouth,still, 2800,16 ,2023-09-01,Charles Williams,dhuber@example.com,339-100-4282x04920,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",?Tarjeta,.En camino,,  4
 22,firm,East Jonathan?, step,  2100,  10,2023-03-14,Mark Mays,?paul49@example.net,870-860-8083x698,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado.,, 97
2  ,owner,Jodichester,industry, 2100, 16,2023-08-17?,Andrew Mitchell*,paul02@example.com,602.238.8997x526,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta ,Entregado ,Producto defectuoso*,25  
 30,up,Andrewside,leader,200 ,22 ,2023-11-20,Dr. Monica Woods,*parkerandrew@example.org,857-262-8794,"50604 Anthony Villages
New William, ME 95446",_Tarjeta,Entregado,,39 
 10,food,Milesburgh,.TV, 800, 7,2023-07-08,_Jennifer Holmes,david09@example.com,?491-474-2586,"*18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,En camino,, 87
10  ,base,New Reginaldmouth?,job*,2300 ,11,2023-05-05,Daniel!Garcia,sandersbeth@example.org*,001-419-330-3873x87349,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado*,?,97 
10  ,home,Briannaport,increase,2000 ,12 ,2023-07-10,?Cynthia Hayes,*karaware@example.net,630-469-6433.," 03346 Tony Spring Apt. 633
Ericberg, AK 73272",Efectivo,Entregado,Producto defectuoso,  38
12  ,owner,*North Thomastown,finish,3000 ,12  ,2023-03-13 ,Alan Bird,?lweaver@example.org,(175)317-5834,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Tarjeta,En camino,.Producto defectuoso,  24
27,base,Andrewside,step,  1300,9,2023-08-13,Dr. Monica Woods,steelejulian@example.net?,369.774.6572x373,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado_,*,  24
  1,choice,South Timothyberg,grow,  600,  21,2023-09-13,Andrew Mitchell*,briangonzales@example.net,369.774.6572x373,"PSC 2182, Box 8243
APO AP 79039 ",Tarjeta,Entregado,Producto defectuoso,30
  11,worry,Nguyenshire,job,  2500,27  ,2023-08-27,Cynthia Hayes?,rdaugherty@example.net,369.774.6572x373,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,,74 
19 ,.up,South Thomas,*pay,600  ,11,2023-01-18,Karl Cardenas,david09@example.com,621-875-1265x11205,"2644  Gonzalez  Mills  Apt.  856
Port  Frank,  IN  25816",Efectivo.,Entregado,Producto defectuoso,25  
  10,door?,West Charles,much,1100 ,11,2022-12-04?,David Norton*,powersjimmy@example.org,557.193.8141,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,,98
  2,firm,West Charles,matter,  1100,8 ,2023-09-01.,Michelle  Mitchell,_dhuber@example.com,*857-262-8794,"769 Dickerson Drive
Jasminemouth, HI 08895",_Tarjeta,En  camino,.,18  
21 ,?factor,Milesburgh,exist, 200,24 , 2023-06-06,Adam Mueller,?wliu@example.net,525-194-7529,"0827 Jill Cape Suite 299
Angieport, DC 15542",?Tarjeta,Entregado ,,25  
7 ,democratic,Kevinton,say,2000 , 18,2023-07-25,Robert Bryant,paul49@example.net,602.238.8997x526,"50604 Anthony Villages
New William, ME 95446",Efectivo.,Entregado,?,42
 18,door?,Brendanberg.,group,  2100,26 ,2023-02-09,David Norton,*schmidtkrystal@example.org,848-723-3346,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado_,,  19
 12,education?,Andrewside,job,2800 , 23,2023-07-25,Brittney  Guerra,ydavid@example.com_,870-860-8083x698,"0262?Cheryl?Union
Sampsonfurt,?ME?63401",Tarjeta,Entregado.,Producto defectuoso, 38
  1,operation,Port Alexachester,popular.,1300 ,27 ,2023-08-17,Kelsey Lopez,eric87@example.org_,870-860-8083x698,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",?Tarjeta,En!camino,*,  55
  3,base,South Timothyberg,despite,2500 ,16 ,2023-01-18,Robert Bryant,brianboyd@example.org,001-419-330-3873x87349_,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473*",_Efectivo,Entregado,,53  
7  ,song,East Josephland,spring,2100 ,27 ,2023-03-22,Jennifer Holmes,lharmon@example.net?,557.193.8141,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Tarjeta,?Entregado,Producto defectuoso,72 
 3,up,_Jodichester,north,300  ,18  ,2023-06-07,Daniel Garcia?,*dhuber@example.com,525-194-7529,".22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,.Entregado,_Producto defectuoso,87 
28 ,dog,New Reginaldmouth,budget,  700,26  ,2023-11-20,Brittney Guerra,brianboyd@example.org,372.568.4886x317,"493 Cameron Ramp
Veronicatown, MI 81010",Efectivo,En camino,Producto defectuoso,  38
27,home,North Jasmine,whom,  300,  16,2023-08-13,Jessica Davis,wliu@example.net,557.193.8141,"03346 Tony Spring Apt. 633
Ericberg, AK 73272.",?Efectivo,Entregado,,74  
